"","age","gender","employment","marital_status","treatment","correction"
"1363",29,"Female",1,0,"responsibility",0
"1364",38,"Male",1,0,"responsibility",0
"1365",65,"Male",0,0,"responsibility",1
"1366",35,"Female",1,0,"control",1
"1367",47,"Male",1,0,"control",0
"1368",19,"Female",0,0,"acceptability",0
"1369",28,"Male",0,0,"responsibility",1
"1370",18,"Female",1,0,"control",1
"1371",40,"Female",0,0,"responsibility",1
"1372",34,"Female",1,0,"acceptability",0
"1373",31,"Female",0,1,"responsibility",1
"1374",34,"Male",0,0,"acceptability",1
"1375",26,"Female",0,1,"acceptability",1
"1376",48,"Male",1,1,"control",0
"1377",18,"Male",0,0,"control",1
"1378",22,"Female",1,0,"acceptability",1
"1379",48,"Female",1,1,"acceptability",1
"1380",61,"Female",1,1,"acceptability",1
"1381",39,"Male",1,1,"control",1
"1382",33,"Male",1,1,"control",0
"1383",24,"Female",1,0,"responsibility",0
"1384",49,"Male",1,0,"responsibility",1
"1385",28,"Female",1,0,"control",1
"1386",42,"Male",1,1,"responsibility",1
"1387",18,"Male",0,0,"control",0
"1388",39,"Male",1,0,"acceptability",1
"1389",20,"Female",1,0,"acceptability",0
"1390",24,"Female",0,0,"acceptability",0
"1391",28,"Male",1,1,"responsibility",0
"1392",21,"Female",1,0,"control",1
"1393",32,"Male",1,0,"control",1
"1394",32,"Female",1,1,"control",0
"1395",20,"Female",0,1,"responsibility",0
"1396",36,"Female",1,0,"control",0
"1397",67,"Female",1,0,"control",1
"1398",44,"Male",1,1,"responsibility",1
"1399",70,"Female",0,0,"acceptability",1
"1400",37,"Male",1,0,"acceptability",1
"1401",42,"Male",1,0,"responsibility",0
"1402",39,"Male",1,1,"control",1
"1403",36,"Male",1,1,"control",1
"1404",23,"Male",1,0,"acceptability",1
"1405",63,"Female",0,0,"acceptability",1
"1406",44,"Male",1,1,"acceptability",0
"1407",48,"Female",0,1,"acceptability",0
"1408",76,"Male",0,1,"responsibility",0
"1409",57,"Male",0,1,"control",1
"1410",74,"Female",0,0,"control",0
"1411",54,"Female",0,1,"responsibility",1
"1412",52,"Female",0,0,"acceptability",1
"1413",42,"Female",0,1,"control",1
"1414",18,"Female",1,0,"control",0
"1415",19,"Male",1,0,"acceptability",1
"1416",40,"Female",1,1,"responsibility",1
"1417",58,"Female",0,1,"control",1
"1418",22,"Female",0,1,"responsibility",0
"1419",65,"Female",0,1,"acceptability",0
"1420",41,"Female",1,1,"responsibility",0
"1421",46,"Female",1,0,"control",1
"1422",55,"Female",1,1,"responsibility",0
"1423",43,"Female",1,0,"control",0
"1424",71,"Male",0,1,"acceptability",0
"1425",43,"Male",1,1,"responsibility",1
"1426",76,"Female",0,1,"acceptability",1
"1427",58,"Male",1,0,"responsibility",1
"1428",59,"Female",1,1,"control",1
"1429",26,"Female",1,1,"control",0
"1430",33,"Female",1,0,"control",0
"1431",75,"Male",0,1,"acceptability",1
"1432",29,"Male",0,0,"acceptability",0
"1433",45,"Female",0,1,"acceptability",0
"1434",58,"Female",1,1,"acceptability",0
"1435",31,"Male",1,1,"responsibility",0
"1436",73,"Male",0,1,"responsibility",1
"1437",68,"Female",0,0,"responsibility",1
"1438",78,"Male",0,1,"responsibility",1
"1439",70,"Male",0,0,"responsibility",0
"1440",64,"Male",1,0,"acceptability",0
"1441",63,"Male",0,1,"responsibility",0
"1442",66,"Female",0,0,"control",1
"1443",78,"Female",0,0,"acceptability",1
"1444",67,"Female",0,1,"responsibility",0
"1445",57,"Female",1,0,"control",1
"1446",48,"Male",1,1,"acceptability",1
"1447",33,"Female",1,1,"responsibility",0
"1448",20,"Female",0,0,"responsibility",0
"1449",44,"Female",0,0,"acceptability",0
"1450",66,"Male",0,1,"acceptability",0
"1451",76,"Female",0,0,"responsibility",1
"1452",61,"Male",0,1,"responsibility",1
"1453",34,"Female",1,0,"responsibility",0
"1454",43,"Male",1,0,"acceptability",1
"1455",31,"Male",0,0,"responsibility",1
"1456",48,"Male",1,0,"control",0
"1457",39,"Male",0,0,"responsibility",1
"1458",75,"Male",0,1,"acceptability",0
"1459",45,"Male",1,0,"control",0
"1460",44,"Female",1,0,"acceptability",0
"1461",35,"Male",0,0,"responsibility",0
"1462",40,"Female",1,1,"responsibility",0
"1463",46,"Female",1,1,"control",0
"1464",36,"Female",1,0,"control",1
"1465",74,"Female",1,1,"responsibility",0
"1466",67,"Male",1,0,"control",0
"1467",43,"Male",1,1,"acceptability",1
"1468",62,"Male",1,0,"acceptability",0
"1469",39,"Female",1,0,"acceptability",1
"1470",27,"Female",1,0,"responsibility",1
"1471",49,"Male",1,0,"control",0
"1472",44,"Male",1,1,"control",1
"1473",64,"Female",1,0,"responsibility",0
"1474",72,"Female",0,0,"acceptability",0
"1475",66,"Male",1,1,"control",0
"1476",70,"Female",0,0,"control",0
"1477",43,"Female",0,1,"control",1
"1478",23,"Male",1,0,"responsibility",0
"1479",32,"Female",1,0,"control",0
"1480",68,"Female",0,0,"responsibility",1
"1481",35,"Male",0,0,"responsibility",0
"1482",64,"Female",0,0,"acceptability",1
"1483",40,"Female",0,0,"responsibility",0
"1484",73,"Female",0,0,"responsibility",1
"1485",36,"Female",0,1,"control",0
"1486",43,"Male",1,0,"responsibility",1
"1487",76,"Female",0,0,"control",0
"1488",43,"Male",1,1,"control",0
"1489",32,"Male",0,0,"acceptability",0
"1490",72,"Female",0,0,"acceptability",0
"1491",44,"Female",1,0,"acceptability",1
"1492",40,"Male",1,1,"responsibility",0
"1493",40,"Female",0,0,"responsibility",0
"1494",41,"Male",1,1,"responsibility",1
"1495",69,"Female",1,1,"responsibility",0
"1496",73,"Female",0,0,"control",1
"1497",45,"Male",1,0,"acceptability",1
"1498",38,"Male",1,0,"acceptability",0
"1499",28,"Male",1,0,"control",0
"1500",63,"Male",0,1,"control",0
"1501",39,"Male",1,1,"acceptability",1
"1502",19,"Female",0,1,"acceptability",1
"1503",41,"Male",1,1,"responsibility",0
"1504",48,"Female",0,0,"acceptability",0
"1505",73,"Female",0,0,"responsibility",1
"1506",35,"Female",0,0,"acceptability",1
"1507",19,"Female",0,0,"responsibility",0
"1508",44,"Female",1,1,"control",0
"1509",59,"Female",0,0,"responsibility",0
"1510",58,"Female",1,1,"control",0
